ahe,yrseduc,female,age,northeast,midwest,south,west
9.920635223,16,1,50,1,0,0,0
24.03846169,12,0,63,1,0,0,0
24.03846169,14,0,30,1,0,0,0
45.38461685,16,0,47,1,0,0,0
30.95153809,13,1,51,1,0,0,0
15.73426533,14,0,27,1,0,0,0
18.73881912,14,0,35,1,0,0,0
13.09567261,12,0,59,1,0,0,0
18.22916603,12,0,43,1,0,0,0
12.5,12,1,48,1,0,0,0
23.50427437,16,1,50,1,0,0,0
8,18,1,51,1,0,0,0
25.48077011,16,1,49,1,0,0,0
23.66863823,16,0,30,1,0,0,0
14.52991486,13,0,55,1,0,0,0
13.73626328,9,0,53,1,0,0,0
15.38461494,12,1,38,1,0,0,0
15.38461494,13,1,46,1,0,0,0
16.55982971,12,0,50,1,0,0,0
21.53846169,12,1,49,1,0,0,0
11.53846169,12,0,46,1,0,0,0
12.01923084,16,1,25,1,0,0,0
15.86538506,12,0,26,1,0,0,0
18.26922989,16,0,56,1,0,0,0
11.84615421,12,0,25,1,0,0,0
24.83974266,12,0,51,1,0,0,0
24.03846169,13,0,41,1,0,0,0
12.15384579,13,0,59,1,0,0,0
28.84615326,12,0,30,1,0,0,0
11.05769253,12,1,61,1,0,0,0
9.440909386,12,0,31,1,0,0,0
11.05769253,12,1,63,1,0,0,0
20.19230843,12,0,32,1,0,0,0
14.42307663,13,1,32,1,0,0,0
13.46153831,12,1,31,1,0,0,0
38.46154022,18,1,54,1,0,0,0
11.53846169,18,0,63,1,0,0,0
13.03418827,16,1,27,1,0,0,0
13.98601437,16,0,61,1,0,0,0
17.09401703,12,0,47,1,0,0,0
19.23077011,12,0,59,1,0,0,0
32.21154022,12,0,58,1,0,0,0
12,12,0,24,1,0,0,0
9.615385056,12,1,46,1,0,0,0
8.241758347,13,1,51,1,0,0,0
10.57692337,12,1,35,1,0,0,0
19.23077011,14,0,32,1,0,0,0
13.73626328,14,1,29,1,0,0,0
14.42307663,14,0,46,1,0,0,0
10.57692337,13,1,43,1,0,0,0
12.30769253,16,1,43,1,0,0,0
15.82167816,12,0,36,1,0,0,0
25.64102554,16,1,31,1,0,0,0
15.96153831,12,1,47,1,0,0,0
16.82692337,13,0,48,1,0,0,0
20.71006012,12,0,38,1,0,0,0
32.05128098,14,1,36,1,0,0,0
15.38461494,12,0,45,1,0,0,0
24.03846169,16,0,36,1,0,0,0
25.91250038,13,1,43,1,0,0,0
16.39999962,16,0,42,1,0,0,0
9.090909004,12,0,59,1,0,0,0
11.9168272,12,1,56,1,0,0,0
15.38461494,12,1,54,1,0,0,0
9.615385056,12,0,59,1,0,0,0
7.211538315,13,1,61,1,0,0,0
13.11188793,12,0,47,1,0,0,0
7.745726585,12,1,50,1,0,0,0
7.77000761,12,0,51,1,0,0,0
14.42307663,12,0,23,1,0,0,0
18.21862411,16,1,32,1,0,0,0
16.82692337,16,0,37,1,0,0,0
38.46154022,16,0,48,1,0,0,0
4.807692528,14,0,41,1,0,0,0
14.42307663,14,1,34,1,0,0,0
11.44688606,12,1,46,1,0,0,0
9.134614944,13,1,61,1,0,0,0
16.9871788,13,0,36,1,0,0,0
23.07692337,14,0,40,1,0,0,0
12.5,14,1,40,1,0,0,0
8.547008514,12,0,51,1,0,0,0
25.76922989,16,0,44,1,0,0,0
30.0009613,14,0,62,1,0,0,0
28.84615326,12,0,44,1,0,0,0
9.615385056,14,1,48,1,0,0,0
18.65384674,12,0,45,1,0,0,0
8.753846169,16,1,27,1,0,0,0
7.986111164,12,0,53,1,0,0,0
16.82692337,12,0,37,1,0,0,0
9.679807663,13,1,23,1,0,0,0
23.93162346,16,0,44,1,0,0,0
12.01923084,16,0,29,1,0,0,0
7.211538315,13,1,25,1,0,0,0
23.07692337,18,0,55,1,0,0,0
8.653845787,18,1,52,1,0,0,0
47.61904907,16,1,36,1,0,0,0
12.01923084,13,0,32,1,0,0,0
24.03846169,12,0,39,1,0,0,0
9.615385056,12,1,37,1,0,0,0
17.20647812,13,1,53,1,0,0,0
11.53846169,13,1,35,1,0,0,0
40.86538315,16,0,38,1,0,0,0
3.846794844,12,1,42,1,0,0,0
11.92307663,12,0,42,1,0,0,0
22.43589783,12,0,34,1,0,0,0
11.53942299,12,1,39,1,0,0,0
19.23077011,14,0,37,1,0,0,0
30.44871712,16,0,45,1,0,0,0
46.36005783,18,0,51,1,0,0,0
22.55244827,12,1,48,1,0,0,0
18.26922989,14,1,44,1,0,0,0
14.42307663,12,1,26,1,0,0,0
13.07692337,12,0,26,1,0,0,0
7.692307472,14,0,41,1,0,0,0
17.05320549,14,1,41,1,0,0,0
51.92307663,14,0,44,1,0,0,0
19.71153831,11,0,48,1,0,0,0
17.10526276,12,1,21,1,0,0,0
9.134614944,12,0,48,1,0,0,0
8.17307663,12,1,39,1,0,0,0
11.53846169,13,0,51,1,0,0,0
9.393750191,12,0,28,1,0,0,0
10.1796875,16,1,25,1,0,0,0
15.76923084,18,1,32,1,0,0,0
17.57294464,14,0,27,1,0,0,0
19.23077011,16,1,49,1,0,0,0
29.80769157,16,0,33,1,0,0,0
7.483566284,14,1,61,1,0,0,0
24.03846169,13,1,31,1,0,0,0
12.5,12,1,56,1,0,0,0
12.5,14,0,37,1,0,0,0
32.05128098,12,0,34,1,0,0,0
13.46153831,13,1,47,1,0,0,0
13.67521381,16,0,40,1,0,0,0
22.22222137,18,1,46,1,0,0,0
45.67307663,16,1,40,1,0,0,0
24.03846169,12,0,35,1,0,0,0
15.38461494,14,1,38,1,0,0,0
23.07692337,13,0,38,1,0,0,0
16.15384674,16,1,41,1,0,0,0
12.01923084,14,1,45,1,0,0,0
22.22222137,12,0,41,1,0,0,0
14.42307663,12,1,45,1,0,0,0
14.42307663,14,0,40,1,0,0,0
18.75,12,1,44,1,0,0,0
28.84615326,16,0,40,1,0,0,0
5.769230843,16,1,39,1,0,0,0
11.80836678,12,0,21,1,0,0,0
12.58956051,12,1,59,1,0,0,0
19.23077011,18,0,56,1,0,0,0
20.58823586,18,0,55,1,0,0,0
5.494505405,12,0,24,1,0,0,0
15.38461494,13,0,29,1,0,0,0
20.97902107,12,0,48,1,0,0,0
9.615385056,16,1,43,1,0,0,0
23.07692337,12,0,38,1,0,0,0
16.10577011,12,0,45,1,0,0,0
10.57692337,12,1,49,1,0,0,0
8.653845787,12,0,25,1,0,0,0
8.461538315,12,0,29,1,0,0,0
13.20048046,12,0,54,1,0,0,0
9.764904022,12,1,37,1,0,0,0
6.747638226,12,0,40,1,0,0,0
13.46153831,13,0,29,1,0,0,0
13.46153831,12,0,59,1,0,0,0
16.82692337,14,1,43,1,0,0,0
23.07692337,12,0,48,1,0,0,0
13.73626328,13,0,37,1,0,0,0
7.211538315,12,1,32,1,0,0,0
19.23077011,12,0,60,1,0,0,0
19.23077011,12,1,59,1,0,0,0
30.76922989,18,0,42,1,0,0,0
21.63461494,13,1,42,1,0,0,0
29.80769157,13,1,36,1,0,0,0
36.53845978,14,0,52,1,0,0,0
14.58333302,12,1,52,1,0,0,0
16.66666603,13,0,54,1,0,0,0
36.53845978,12,0,46,1,0,0,0
17.8571434,12,0,51,1,0,0,0
12.5,13,1,26,1,0,0,0
29.9145298,16,0,43,1,0,0,0
16.34615326,12,1,41,1,0,0,0
17.30769157,16,0,42,1,0,0,0
32.69230652,16,1,43,1,0,0,0
6.770833492,13,1,25,1,0,0,0
29.33333397,14,1,37,1,0,0,0
15.81196594,12,0,36,1,0,0,0
23.50427437,16,1,40,1,0,0,0
11.97115421,13,1,38,1,0,0,0
14.42307663,12,0,36,1,0,0,0
12.5009613,12,1,38,1,0,0,0
25,16,0,54,1,0,0,0
33.65384674,16,1,51,1,0,0,0
8.012820244,16,0,25,1,0,0,0
16.36367607,16,0,41,1,0,0,0
28.84615326,12,0,64,1,0,0,0
14.42307663,14,1,55,1,0,0,0
15.625,16,0,47,1,0,0,0
15.625,16,1,39,1,0,0,0
14.42307663,13,0,21,1,0,0,0
10,12,1,49,1,0,0,0
24.48999977,16,0,56,1,0,0,0
19.23077011,14,0,47,1,0,0,0
14.01098919,13,0,27,1,0,0,0
7.142857075,13,1,44,1,0,0,0
36.05769348,19,0,40,1,0,0,0
15.625,12,1,30,1,0,0,0
15.14423084,13,1,35,1,0,0,0
15.73426533,16,0,39,1,0,0,0
16.1713295,16,1,44,1,0,0,0
14.90384579,12,0,43,1,0,0,0
12.98076916,12,1,29,1,0,0,0
7.142857075,13,1,33,1,0,0,0
22.11538506,16,1,40,1,0,0,0
19.23077011,16,1,55,1,0,0,0
29.32692337,14,1,38,1,0,0,0
16.02564049,19,0,35,1,0,0,0
13.35470104,13,0,39,1,0,0,0
28.84615326,14,1,32,1,0,0,0
19.23077011,12,0,41,1,0,0,0
20.19230843,14,1,43,1,0,0,0
20.83333397,12,0,47,1,0,0,0
18.75,13,0,43,1,0,0,0
12.01923084,13,0,55,1,0,0,0
12.01923084,14,1,47,1,0,0,0
37.5,14,0,46,1,0,0,0
16.79999924,12,1,43,1,0,0,0
32.47863388,13,0,60,1,0,0,0
48.07692337,18,0,50,1,0,0,0
17.83216858,12,0,43,1,0,0,0
32.21154022,16,1,44,1,0,0,0
19.23077011,12,0,51,1,0,0,0
24.03846169,18,1,43,1,0,0,0
21.25,18,0,41,1,0,0,0
16.34615326,12,0,51,1,0,0,0
26.17521286,12,0,42,1,0,0,0
3.923076868,14,0,61,1,0,0,0
14.42307663,13,1,42,1,0,0,0
18.22916603,12,0,37,1,0,0,0
28.20512772,18,0,40,1,0,0,0
13.46153831,12,0,56,1,0,0,0
16.32085037,14,1,46,1,0,0,0
8.653845787,13,1,31,1,0,0,0
8.413461685,13,1,37,1,0,0,0
10.34807682,12,0,41,1,0,0,0
4.166666508,12,0,62,1,0,0,0
10.57692337,12,0,41,1,0,0,0
20.67307663,18,1,36,1,0,0,0
13.11188793,14,0,55,1,0,0,0
12.98076916,12,1,44,1,0,0,0
20.94017029,13,1,46,1,0,0,0
20.86742973,13,0,50,1,0,0,0
30.76922989,12,0,48,1,0,0,0
72.11538696,12,1,48,1,0,0,0
8.461538315,14,0,25,1,0,0,0
39.23077011,20,0,48,1,0,0,0
20.16410255,16,0,61,1,0,0,0
24.03846169,16,0,53,1,0,0,0
16.02564049,12,0,54,1,0,0,0
25,14,1,52,1,0,0,0
7.692307472,13,1,26,1,0,0,0
13.46153831,14,0,29,1,0,0,0
20.67307663,13,0,29,1,0,0,0
12.01923084,16,0,23,1,0,0,0
30.57692337,13,1,50,1,0,0,0
24.03846169,13,0,54,1,0,0,0
20.09711456,16,0,53,1,0,0,0
21.15384674,18,1,39,1,0,0,0
19.23077011,12,0,43,1,0,0,0
14.42307663,12,1,59,1,0,0,0
15.38461494,12,0,63,1,0,0,0
15.45329666,16,0,56,1,0,0,0
28.20555496,14,1,50,1,0,0,0
13.02083302,12,0,40,1,0,0,0
14.42307663,13,1,37,1,0,0,0
19.23077011,12,1,55,1,0,0,0
17.09401703,12,0,56,1,0,0,0
11.375,9,1,49,1,0,0,0
20.91346169,12,0,52,1,0,0,0
11.53846169,12,1,51,1,0,0,0
33.65384674,14,0,46,1,0,0,0
36.05769348,14,1,56,1,0,0,0
31.25,14,0,60,1,0,0,0
26.92307663,18,0,51,1,0,0,0
16.82692337,16,1,48,1,0,0,0
9.615385056,13,1,53,1,0,0,0
28.84615326,16,0,29,1,0,0,0
21.63461494,13,0,49,1,0,0,0
42.20085526,14,1,28,1,0,0,0
32.71634674,16,0,54,1,0,0,0
21.92307663,18,0,48,1,0,0,0
21.63461494,18,1,50,1,0,0,0
28.16490364,13,1,51,1,0,0,0
85.24871826,18,0,52,1,0,0,0
16.02564049,14,1,47,1,0,0,0
9.368836403,13,1,23,1,0,0,0
16.82692337,13,0,26,1,0,0,0
19.71153831,14,0,24,1,0,0,0
26.92307663,16,1,43,1,0,0,0
28.50961494,18,0,29,1,0,0,0
38.46154022,18,1,30,1,0,0,0
22.59615326,16,0,37,1,0,0,0
8.653845787,12,1,51,1,0,0,0
13.46153831,12,1,36,1,0,0,0
14.42307663,13,0,38,1,0,0,0
16.15384674,16,1,24,1,0,0,0
43.58707428,16,0,57,1,0,0,0
25,12,0,22,1,0,0,0
25,14,0,46,1,0,0,0
16.02564049,14,1,45,1,0,0,0
7.956268311,12,1,23,1,0,0,0
11.53846169,9,0,29,1,0,0,0
24.03846169,12,0,46,1,0,0,0
22.30769157,14,0,44,1,0,0,0
13.02083302,16,1,43,1,0,0,0
16.02564049,16,0,36,1,0,0,0
16.34615326,12,1,38,1,0,0,0
2.311111212,10,1,40,1,0,0,0
16.15384674,12,1,46,1,0,0,0
40.06410217,14,1,50,1,0,0,0
38.46154022,14,0,49,1,0,0,0
21.63461494,16,0,46,1,0,0,0
16.48351669,13,1,44,1,0,0,0
25,13,0,41,1,0,0,0
17.52136803,12,0,43,1,0,0,0
10.41666698,12,0,43,1,0,0,0
18.26922989,13,1,40,1,0,0,0
22.45192337,12,0,41,1,0,0,0
32.69230652,14,1,41,1,0,0,0
2.884615421,12,0,60,1,0,0,0
11.05769253,12,1,53,1,0,0,0
14.42307663,12,1,47,1,0,0,0
29.80769157,12,0,46,1,0,0,0
11.53846169,16,0,40,1,0,0,0
15.86538506,18,1,39,1,0,0,0
17.78846169,16,1,62,1,0,0,0
22.11538506,13,0,32,1,0,0,0
6.760000229,14,0,46,1,0,0,0
8.653845787,13,1,37,1,0,0,0
14.42307663,13,0,54,1,0,0,0
25,12,1,53,1,0,0,0
20.62936974,18,0,53,1,0,0,0
9.615385056,12,0,49,1,0,0,0
15.38461494,12,1,48,1,0,0,0
24.03942299,16,1,40,1,0,0,0
19.23077011,14,1,36,1,0,0,0
14.42307663,12,0,43,1,0,0,0
23.84615326,18,0,51,1,0,0,0
10,16,1,49,1,0,0,0
19.23077011,13,0,31,1,0,0,0
27.35042763,16,0,42,1,0,0,0
13.26923084,12,1,48,1,0,0,0
12.98076916,12,0,24,1,0,0,0
32.69230652,14,0,57,1,0,0,0
59.8290596,16,0,63,1,0,0,0
18,12,0,54,1,0,0,0
25,13,1,54,1,0,0,0
13.35470104,12,1,62,1,0,0,0
20.94017029,13,0,35,1,0,0,0
17.78846169,12,1,36,1,0,0,0
27.97202873,14,0,42,1,0,0,0
21.15384674,13,0,25,1,0,0,0
37.98077011,13,0,51,1,0,0,0
24.03846169,13,0,29,1,0,0,0
16.34615326,12,0,53,1,0,0,0
12.5,16,1,46,1,0,0,0
24.35897446,14,0,25,1,0,0,0
12.01923084,14,1,24,1,0,0,0
34.61538315,12,0,26,1,0,0,0
7.692307472,12,0,30,1,0,0,0
29.10000038,14,1,59,1,0,0,0
37.5,18,0,44,1,0,0,0
8.981249809,14,0,51,1,0,0,0
12.01923084,14,1,33,1,0,0,0
30.02136803,16,1,49,1,0,0,0
12.65182209,16,1,46,1,0,0,0
16.82692337,14,0,56,1,0,0,0
13.46153831,16,1,52,1,0,0,0
16.82692337,12,0,27,1,0,0,0
27.88461494,13,1,31,1,0,0,0
16.82692337,12,1,53,1,0,0,0
16.82692337,12,0,55,1,0,0,0
17.09401703,16,1,48,1,0,0,0
13.94230747,12,0,56,1,0,0,0
6.027884483,12,1,62,1,0,0,0
25.96153831,16,0,62,1,0,0,0
18.11730766,12,0,43,1,0,0,0
18.75,12,0,46,1,0,0,0
17.78846169,14,1,33,1,0,0,0
14.42307663,14,1,46,1,0,0,0
21.63461494,13,0,48,1,0,0,0
13.63636398,12,1,54,1,0,0,0
14.42307663,14,1,37,1,0,0,0
9.615385056,16,0,41,1,0,0,0
14.42403889,16,1,23,1,0,0,0
11.9802084,13,0,23,1,0,0,0
41.45299149,18,0,44,1,0,0,0
19.71153831,12,0,32,1,0,0,0
11.53846169,12,0,45,1,0,0,0
16.15384674,14,0,43,1,0,0,0
38.94230652,16,0,56,1,0,0,0
9.615385056,10,1,34,1,0,0,0
11.53956032,12,0,37,1,0,0,0
16.48351669,18,1,60,1,0,0,0
23.07692337,13,0,32,1,0,0,0
19.76495743,12,1,27,1,0,0,0
20.67307663,12,0,36,1,0,0,0
10.14957237,12,1,36,1,0,0,0
21.15384674,12,0,43,1,0,0,0
13.94230747,12,1,50,1,0,0,0
15.38461494,16,1,27,1,0,0,0
13.46153831,12,1,26,1,0,0,0
8.894230843,12,0,27,1,0,0,0
11.22449017,12,0,55,1,0,0,0
19.74038506,12,0,31,1,0,0,0
24.03846169,12,0,47,1,0,0,0
23,12,0,46,1,0,0,0
10.81730747,12,1,48,1,0,0,0
14.90384579,12,0,36,1,0,0,0
22.11538506,16,1,53,1,0,0,0
16.41650963,13,0,40,1,0,0,0
19.23077011,14,0,52,1,0,0,0
12.01923084,12,1,50,1,0,0,0
18.46153831,13,0,36,1,0,0,0
12.47401237,12,1,32,1,0,0,0
16.27219009,9,0,32,1,0,0,0
11.83431911,13,1,39,1,0,0,0
31.35451508,12,0,48,1,0,0,0
21.97802162,16,0,39,1,0,0,0
4.278846264,8,1,39,1,0,0,0
28.36538506,16,0,56,1,0,0,0
24.51922989,13,1,45,1,0,0,0
15.73426533,12,0,44,1,0,0,0
12.01923084,12,1,42,1,0,0,0
12.01923084,12,0,39,1,0,0,0
9.615385056,12,1,37,1,0,0,0
22.59615326,14,0,49,1,0,0,0
3.632478714,18,1,46,1,0,0,0
18.46153831,12,0,62,1,0,0,0
25.64102554,13,0,56,1,0,0,0
35.47008514,18,0,50,1,0,0,0
24.51922989,13,0,51,1,0,0,0
12.5,13,1,47,1,0,0,0
13.46153831,14,1,40,1,0,0,0
10.43956089,12,1,48,1,0,0,0
19.23077011,14,0,50,1,0,0,0
38.37719345,18,1,36,1,0,0,0
23.79807663,18,0,58,1,0,0,0
10.57692337,12,0,37,1,0,0,0
14.42307663,16,0,49,1,0,0,0
27.47252655,18,0,58,1,0,0,0
27.40384674,18,1,49,1,0,0,0
22,13,1,48,1,0,0,0
23.50427437,16,0,55,1,0,0,0
24.51922989,12,0,56,1,0,0,0
11.05769253,12,1,60,1,0,0,0
9.15750885,12,0,22,1,0,0,0
50,16,0,40,1,0,0,0
23.62637329,16,0,37,1,0,0,0
16.82788467,16,0,25,1,0,0,0
11.05769253,16,0,35,1,0,0,0
13.98601437,19,0,50,1,0,0,0
6.388888836,13,0,21,1,0,0,0
25.64102554,16,0,34,1,0,0,0
30.49378777,19,1,33,1,0,0,0
29.80769157,12,0,53,1,0,0,0
13.88888931,16,1,24,1,0,0,0
54.80769348,16,0,54,1,0,0,0
21.15384674,14,1,51,1,0,0,0
23.07692337,12,0,35,1,0,0,0
21.63461494,14,1,37,1,0,0,0
15.38461494,12,0,48,1,0,0,0
14.42307663,14,1,42,1,0,0,0
14.42307663,12,0,52,1,0,0,0
14.42307663,13,0,40,1,0,0,0
17.30769157,12,1,30,1,0,0,0
15.86538506,12,1,41,1,0,0,0
16.02564049,12,0,42,1,0,0,0
15.66298103,16,1,52,1,0,0,0
14.62788486,12,0,61,1,0,0,0
21.63461494,12,0,51,1,0,0,0
22.52252197,14,1,46,1,0,0,0
19.23077011,18,1,43,1,0,0,0
43.95604324,16,0,49,1,0,0,0
24.03846169,14,1,60,1,0,0,0
20.67307663,16,0,57,1,0,0,0
12.82051277,13,0,26,1,0,0,0
16.82692337,12,0,37,1,0,0,0
24,13,1,47,1,0,0,0
27.88461494,18,0,36,1,0,0,0
21.15384674,13,0,50,1,0,0,0
12.5,13,0,21,1,0,0,0
18.16239357,12,1,53,1,0,0,0
86.53845978,16,0,56,1,0,0,0
20.83333397,20,0,54,1,0,0,0
14.42307663,16,1,59,1,0,0,0
19.71153831,16,1,45,1,0,0,0
4.39560461,16,1,64,1,0,0,0
37.98077011,14,0,50,1,0,0,0
22.50409126,13,0,36,1,0,0,0
14.42307663,13,1,42,1,0,0,0
18.26922989,13,0,62,1,0,0,0
33.65384674,16,0,48,1,0,0,0
28.84615326,16,1,45,1,0,0,0
26.15384674,16,0,45,1,0,0,0
23.07788467,14,0,31,1,0,0,0
17.52136803,16,0,27,1,0,0,0
37.5,16,1,27,1,0,0,0
32.69230652,16,0,32,1,0,0,0
27.88461494,16,1,29,1,0,0,0
7.417582512,14,0,38,1,0,0,0
3.846153736,16,1,43,1,0,0,0
19.23077011,16,0,33,1,0,0,0
16.82692337,18,1,28,1,0,0,0
15.10988998,16,1,39,1,0,0,0
19.85785866,16,0,38,1,0,0,0
14.42307663,12,1,48,1,0,0,0
16.53846169,13,0,37,1,0,0,0
16.92307663,13,1,44,1,0,0,0
14.90384579,16,1,37,1,0,0,0
20.19230843,12,0,34,1,0,0,0
36.53845978,16,1,44,1,0,0,0
3.076923132,13,0,29,1,0,0,0
19.23077011,12,0,47,1,0,0,0
40.59828949,16,0,47,1,0,0,0
26.44230843,16,1,30,1,0,0,0
21.63461494,16,0,33,1,0,0,0
68.37606812,16,0,48,1,0,0,0
20.97902107,16,1,57,1,0,0,0
25,16,1,40,1,0,0,0
40.86538315,14,0,38,1,0,0,0
17.09401703,18,0,31,1,0,0,0
47.00854874,18,0,57,1,0,0,0
57.69230652,19,1,47,1,0,0,0
51.28205109,18,0,50,1,0,0,0
62.5,16,0,50,1,0,0,0
27.15384674,16,0,56,1,0,0,0
81.19657898,18,0,53,1,0,0,0
24.03846169,16,0,54,1,0,0,0
76.92308044,16,0,52,1,0,0,0
22.11538506,16,0,28,1,0,0,0
20.5128212,12,0,47,1,0,0,0
30.04807663,13,0,61,1,0,0,0
24.03846169,16,0,32,1,0,0,0
33.65384674,16,1,34,1,0,0,0
37.06293869,18,0,42,1,0,0,0
36.53845978,18,0,50,1,0,0,0
48.07692337,14,0,46,1,0,0,0
24.03846169,16,1,53,1,0,0,0
17.69230843,14,1,50,1,0,0,0
25.88757324,13,0,53,1,0,0,0
21.63461494,13,1,21,1,0,0,0
28.5714283,18,1,41,1,0,0,0
19.23077011,18,0,43,1,0,0,0
15.5009613,16,0,42,1,0,0,0
13.46153831,16,1,24,1,0,0,0
28.84615326,12,0,50,1,0,0,0
11.81318665,12,0,40,1,0,0,0
8.461538315,13,0,28,1,0,0,0
15.10988998,14,0,26,1,0,0,0
12.98076916,16,1,24,1,0,0,0
24.72527504,13,0,21,1,0,0,0
46.15384674,14,0,40,1,0,0,0
46.15384674,16,0,48,1,0,0,0
15.38461494,16,0,50,1,0,0,0
27.47252655,19,1,48,1,0,0,0
31.25,16,1,48,1,0,0,0
24.61538506,18,0,42,1,0,0,0
14.61538506,16,0,42,1,0,0,0
20.19230843,14,1,44,1,0,0,0
36.92307663,14,1,56,1,0,0,0
22.86324692,18,1,44,1,0,0,0
24.54991722,16,0,49,1,0,0,0
9.615385056,12,0,47,1,0,0,0
14.32692337,12,1,22,1,0,0,0
11.05769253,12,1,58,1,0,0,0
7.5,8,1,44,1,0,0,0
15.57692337,14,0,33,1,0,0,0
23.55769157,16,1,33,1,0,0,0
24.03846169,16,1,52,1,0,0,0
15.38461494,16,1,34,1,0,0,0
57.69230652,18,0,64,1,0,0,0
17.30769157,16,0,33,1,0,0,0
12.63736248,16,1,57,1,0,0,0
23.07692337,16,0,56,1,0,0,0
12.63736248,13,1,47,1,0,0,0
26.92307663,16,0,47,1,0,0,0
17.30769157,14,1,50,1,0,0,0
18.26922989,12,0,28,1,0,0,0
9.134614944,13,1,29,1,0,0,0
12.01923084,10,0,30,1,0,0,0
21.63461494,18,1,28,1,0,0,0
